MSZoning,LotFrontage,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,GrLivArea,FullBath,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,SaleType,SaleCondition
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,1977,1977,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,368.0,Rec,1029.0,GasA,TA,Y,SBrkr,0,1117,1,TA,Typ,1,Fa,Attchd,RFn,2.0,TA,TA,Y,292,0,WD,Normal
RL,72.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,1976,2001,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,288.0,Unf,684.0,GasA,TA,Y,SBrkr,714,1398,1,TA,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,0,0,WD,Normal
RL,123.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,1959,1996,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,TA,TA,No,GLQ,0.0,Unf,0.0,GasA,TA,Y,SBrkr,0,3820,3,Ex,Typ,2,Gd,Attchd,Unf,2.0,TA,TA,Y,0,372,WD,Normal
RL,65.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,1955,1955,Gable,CompShg,AsbShng,Plywood,None,0.0,TA,Fa,PConc,TA,TA,No,GLQ,0.0,Unf,0.0,GasA,TA,N,SBrkr,0,1152,2,TA,Typ,0,Gd,Attchd,Unf,0.0,TA,TA,N,0,0,WD,AdjLand
RL,74.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,1955,1955,Gable,CompShg,WdShing,Wd Shng,BrkCmn,58.0,TA,TA,Slab,TA,TA,No,GLQ,0.0,Unf,0.0,GasA,TA,N,FuseF,0,1152,2,TA,Typ,0,Gd,Attchd,Unf,0.0,TA,TA,N,0,0,WD,Normal
RL,56.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1Story,4,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,784.0,Unf,784.0,GasA,TA,N,FuseP,0,784,1,TA,Typ,0,Gd,Attchd,Unf,0.0,TA,TA,Y,112,0,WD,Normal
RL,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,1938,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,585.0,GasA,Gd,Y,FuseF,468,1053,1,Ex,Typ,0,Gd,Attchd,Unf,0.0,TA,TA,N,42,0,WD,Family
RL,57.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,1947,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,Slab,TA,TA,No,GLQ,0.0,Unf,0.0,GasA,Gd,Y,SBrkr,208,1137,1,TA,Min1,0,Gd,Attchd,Unf,0.0,TA,TA,Y,0,0,WD,Normal
RL,68.0,Pave,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,Stone,115.0,TA,TA,CBlock,Gd,TA,No,Rec,767.0,Unf,911.0,GasA,TA,Y,SBrkr,0,930,1,TA,Typ,0,Gd,Attchd,RFn,1.0,TA,TA,Y,134,0,WD,Normal
RL,62.0,Pave,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,SLvl,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Ex,TA,Av,Unf,0.0,Unf,416.0,GasA,Gd,Y,FuseA,0,1204,1,TA,Typ,0,Gd,Basment,Unf,1.0,TA,TA,Y,0,0,WD,Abnorml
RL,67.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,1923,2008,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,224.0,Unf,949.0,GasA,TA,Y,SBrkr,343,1292,1,Gd,Typ,0,Gd,Detchd,Unf,1.0,TA,TA,N,0,0,WD,Normal
RL,60.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,1921,1950,Gable,CompShg,WdShing,Wd Shng,BrkFace,174.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,1228.0,GasA,Ex,Y,SBrkr,0,1424,2,TA,Typ,1,Gd,Attchd,Unf,1.0,TA,TA,Y,0,0,WD,Normal
RL,64.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,Duplex,2.5Unf,6,1930,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,281.0,Rec,960.0,GasA,Ex,Y,SBrkr,960,1920,2,TA,Typ,2,Gd,Detchd,Unf,2.0,TA,TA,Y,248,0,WD,Abnorml
RL,66.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,1926,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,379.0,Unf,644.0,GasA,Ex,Y,SBrkr,644,1316,1,TA,Typ,1,Gd,Detchd,Unf,1.0,TA,TA,P,0,0,WD,Normal
RL,63.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,1914,1995,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,676.0,GasA,Ex,Y,SBrkr,588,1264,1,TA,Typ,0,Gd,Detchd,Unf,2.0,TA,TA,Y,424,0,WD,Normal
RL,54.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,8,1925,1997,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,Gd,PConc,Fa,TA,No,ALQ,406.0,Unf,798.0,GasA,Ex,Y,SBrkr,714,1512,2,Gd,Typ,1,Gd,Detchd,Unf,1.0,TA,TA,P,85,16,WD,Normal
RL,68.58035714285714,Pave,IR1,HLS,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,1923,1950,Hip,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,784.0,GasA,TA,Y,SBrkr,784,1603,1,TA,Typ,1,Gd,Attchd,Unf,2.0,TA,TA,Y,0,217,WD,Normal
RL,68.58035714285714,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,1937,1995,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,606.0,Unf,942.0,GasA,Ex,Y,SBrkr,673,1938,2,Gd,Min2,1,Gd,Detchd,Unf,1.0,TA,TA,Y,0,40,WD,Normal
RL,68.58035714285714,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,1.5Fin,5,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,884.0,GasA,TA,Y,FuseF,442,1374,1,TA,Typ,0,Gd,Detchd,Unf,1.0,TA,TA,Y,64,0,WD,Normal
RL,79.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,6,1951,1951,Hip,CompShg,WdShing,Plywood,BrkFace,88.0,TA,Fa,PConc,TA,TA,No,Rec,500.0,Unf,1091.0,GasA,Fa,N,FuseA,0,1091,1,TA,Typ,1,TA,Attchd,Fin,1.0,TA,TA,Y,66,105,WD,Normal
RL,100.0,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,1935,1950,Gable,CompShg,BrkFace,Stucco,Stone,40.0,TA,TA,PConc,TA,Fa,No,LwQ,210.0,Unf,608.0,GasA,TA,Y,SBrkr,890,1873,1,TA,Typ,2,Gd,Detchd,Fin,2.0,Fa,TA,Y,0,0,WD,Alloca
RL,70.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,1950,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Gd,No,GLQ,435.0,Unf,832.0,GasA,Ex,Y,SBrkr,943,2161,2,Gd,Typ,2,TA,Attchd,Fin,2.0,TA,TA,Y,0,96,WD,Normal
RL,56.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,1956,1956,Gable,CompShg,BrkFace,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,1116.0,Unf,1898.0,GasA,Ex,Y,FuseA,0,1898,2,TA,Typ,2,TA,Attchd,Unf,2.0,TA,TA,Y,0,51,WD,Normal
RM,24.0,Pave,Reg,Lvl,AllPub,CulDSac,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,GLQ,366.0,Unf,516.0,GasA,TA,Y,SBrkr,516,1032,1,TA,Typ,1,TA,Detchd,Unf,2.0,TA,TA,Y,213,0,WD,Normal
RM,50.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,1926,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,299.0,GLQ,894.0,GasA,TA,Y,SBrkr,0,919,1,TA,Typ,0,Gd,Detchd,Unf,1.0,TA,TA,P,0,0,WD,Normal
RM,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,1940,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,720.0,GasA,Gd,Y,SBrkr,330,1090,1,TA,Typ,0,Gd,Detchd,Unf,1.0,TA,TA,Y,0,0,WD,Normal
RM,58.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,780.0,GasA,Gd,Y,FuseA,420,1200,1,TA,Typ,0,Gd,Attchd,Unf,0.0,TA,TA,Y,0,0,WD,Normal
RM,75.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SLvl,5,1967,1967,Hip,CompShg,HdBoard,Plywood,None,0.0,Fa,TA,CBlock,Gd,TA,Mn,Rec,257.0,Unf,624.0,GasA,Ex,Y,SBrkr,564,1656,1,TA,Mod,1,Po,Attchd,Unf,1.0,TA,TA,Y,0,180,WD,Normal
RM,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,520.0,GasA,TA,Y,FuseA,0,912,1,TA,Typ,0,Gd,Detchd,RFn,1.0,TA,TA,Y,0,90,WD,Normal
RM,75.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,1958,1958,Gable,CompShg,WdShing,Wd Shng,BrkFace,162.0,TA,TA,CBlock,TA,TA,No,ALQ,330.0,Unf,1151.0,GasA,Gd,Y,FuseA,804,1955,2,TA,Typ,0,Gd,Attchd,Fin,1.0,TA,TA,Y,0,0,WD,Normal
RL,80.0,Pave,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,1,1952,1952,Gable,CompShg,AsbShng,VinylSd,None,0.0,Fa,Po,Slab,TA,TA,No,GLQ,0.0,Unf,0.0,Wall,Po,N,FuseA,0,733,1,Fa,Typ,0,Gd,Attchd,Unf,2.0,Fa,Po,N,0,0,WD,Abnorml
C (all),60.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,1895,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Stone,TA,Fa,No,Unf,0.0,Unf,173.0,GasA,Ex,N,SBrkr,536,1361,1,TA,Typ,0,Gd,Detchd,Unf,1.0,Fa,TA,Y,0,123,WD,Normal
C (all),52.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,1.5Fin,4,1910,2000,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,356.0,GasA,TA,N,FuseA,378,1049,1,TA,Typ,0,Gd,Detchd,Unf,1.0,Po,Fa,N,0,0,WD,Normal
C (all),60.0,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Stone,Fa,Fa,Mn,Unf,0.0,Unf,592.0,GasA,Ex,Y,SBrkr,432,864,1,Fa,Min2,0,Gd,Detchd,Unf,1.0,Fa,Fa,N,0,30,WD,Normal
RM,44.0,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1476.0,Unf,1596.0,GasA,Ex,Y,SBrkr,0,1648,2,Ex,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,162,53,New,Partial
RM,44.0,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,7,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,174.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1474.0,Unf,1594.0,GasA,Ex,Y,SBrkr,0,1646,2,Ex,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,128,53,WD,Normal
RL,68.58035714285714,Pave,IR2,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,1996,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,668.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,700.0,Unf,1840.0,GasA,Ex,Y,SBrkr,0,2032,3,Gd,Typ,0,Gd,Attchd,Fin,3.0,TA,TA,Y,0,46,WD,Normal
RL,68.58035714285714,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,7,1996,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,910.0,GasA,Ex,Y,SBrkr,910,1820,2,Gd,Typ,1,TA,Attchd,Unf,3.0,TA,TA,Y,318,32,WD,Normal
RL,76.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,0.0,Unf,0.0,GasA,TA,Y,SBrkr,936,1872,2,TA,Typ,0,Gd,Attchd,Unf,2.0,TA,TA,Y,0,0,WD,Abnorml
RL,74.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,1383.0,Unf,1680.0,GasA,Gd,Y,SBrkr,0,1689,2,TA,Typ,1,TA,Attchd,Unf,2.0,TA,TA,Y,428,120,WD,Normal
RL,42.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,TwnhsE,1Story,7,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,340.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,893.0,Unf,1277.0,GasA,Gd,Y,SBrkr,0,1501,2,Gd,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,240,0,WD,Normal
RL,74.0,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,258.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1036.0,Unf,1518.0,GasA,Ex,Y,SBrkr,0,1537,2,Gd,Typ,0,Gd,Attchd,Fin,3.0,TA,TA,Y,0,26,WD,Normal
RL,107.0,Pave,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,770.0,Unf,920.0,GasA,Ex,Y,SBrkr,860,1780,2,Gd,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,0,192,New,Partial
RL,73.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,352.0,GasA,Gd,Y,SBrkr,730,1442,2,TA,Typ,0,Gd,BuiltIn,Fin,2.0,TA,TA,Y,100,0,WD,Normal
RL,81.0,Pave,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,60.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,796.0,GasA,Ex,Y,SBrkr,816,1612,2,Gd,Typ,0,Gd,Attchd,Fin,3.0,TA,TA,Y,0,64,New,Partial
RL,75.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,128.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,1495.0,GasA,Ex,Y,SBrkr,0,1495,2,TA,Typ,1,TA,Attchd,Unf,2.0,TA,TA,Y,252,0,WD,Normal
RL,93.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,1986,1986,Gable,CompShg,Plywood,HdBoard,BrkFace,228.0,Gd,Gd,CBlock,Gd,Gd,Av,GLQ,920.0,Rec,1256.0,GasA,Ex,Y,SBrkr,0,1256,2,Gd,Typ,1,Fa,Attchd,Unf,2.0,TA,TA,Y,282,0,WD,Normal
RL,82.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,206.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1029.0,Unf,1432.0,GasA,Ex,Y,SBrkr,0,1440,2,Gd,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,185,95,WD,Normal
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,1999,2000,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1223.0,Unf,1666.0,GasA,Ex,Y,SBrkr,0,1675,2,Gd,Typ,0,Gd,Attchd,RFn,2.0,TA,TA,Y,165,52,WD,Normal
RL,79.0,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1011.0,Unf,1884.0,GasA,Ex,Y,SBrkr,0,1728,2,Gd,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,0,276,WD,Normal
RL,85.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,674.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1571.0,Unf,1964.0,GasA,Ex,Y,SBrkr,0,1964,2,Gd,Typ,1,Gd,Attchd,Fin,3.0,TA,TA,Y,0,265,WD,Normal
RM,97.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,TA,Gd,PConc,Gd,Gd,Gd,GLQ,1309.0,Unf,1344.0,GasA,Ex,Y,SBrkr,0,1344,2,TA,Typ,0,Gd,Attchd,Fin,4.0,TA,TA,Y,0,0,WD,Alloca
RL,77.0,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Feedr,Artery,1Fam,1Story,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1092.0,GasA,Ex,Y,SBrkr,0,1092,1,TA,Typ,0,Gd,Attchd,Unf,0.0,TA,TA,Y,0,52,WD,Abnorml
RM,32.0,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,1997,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,197.0,TA,TA,PConc,Ex,TA,No,GLQ,864.0,Unf,1189.0,GasA,Ex,Y,SBrkr,0,1189,2,TA,Typ,0,Gd,Attchd,RFn,2.0,TA,TA,Y,0,122,WD,Normal
RL,150.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,4,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,98.0,TA,TA,CBlock,Gd,TA,Av,ALQ,865.0,LwQ,1200.0,GasA,Gd,Y,SBrkr,0,1200,1,TA,Typ,0,Gd,2Types,Fin,3.0,TA,TA,Y,0,119,ConLD,Normal
RM,68.58035714285714,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,1975,1975,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,769.0,Unf,1040.0,GasA,Gd,Y,SBrkr,0,1040,1,TA,Typ,0,Gd,Attchd,Unf,2.0,TA,TA,Y,0,100,WD,Normal
RM,41.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,318.0,Unf,550.0,GasA,TA,Y,SBrkr,550,1475,2,TA,Typ,1,TA,Attchd,Unf,1.0,TA,TA,Y,92,26,WD,Normal
RM,21.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,1973,2006,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,501.0,Unf,526.0,GasA,Gd,Y,SBrkr,462,988,1,TA,Typ,0,Gd,BuiltIn,RFn,1.0,TA,TA,Y,120,101,WD,Normal
RM,21.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,437.0,Unf,462.0,GasA,TA,Y,SBrkr,462,988,1,TA,Typ,1,Po,BuiltIn,RFn,1.0,TA,TA,Y,0,101,WD,Normal
RL,68.58035714285714,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,1968,1968,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,785.0,Unf,1113.0,GasA,Ex,Y,SBrkr,0,1160,1,Gd,Typ,0,Gd,Attchd,Unf,1.0,TA,TA,Y,81,0,WD,Normal
RM,21.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,6,1970,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,358.0,Unf,546.0,GasA,Ex,Y,SBrkr,546,1092,2,TA,Typ,0,Gd,Attchd,Unf,0.0,TA,TA,Y,187,0,WD,Normal
RL,59.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,534.0,Unf,816.0,GasA,Ex,Y,SBrkr,0,816,1,TA,Typ,0,Gd,Attchd,Unf,1.0,TA,TA,Y,315,0,WD,Normal
RL,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,1982,2005,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,638.0,Unf,845.0,GasA,Gd,Y,SBrkr,0,845,1,Gd,Typ,0,Gd,Attchd,Unf,1.0,TA,TA,Y,0,0,WD,Normal
RL,74.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,1984,1984,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,647.0,Unf,864.0,GasA,TA,Y,SBrkr,0,889,1,TA,Typ,0,Gd,Attchd,Unf,2.0,TA,TA,Y,0,0,WD,Normal
RL,68.58035714285714,Pave,IR1,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,1900,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,686.0,GasA,Ex,Y,SBrkr,686,1836,2,TA,Maj1,0,Gd,Detchd,Unf,1.0,TA,Fa,N,0,0,WD,Normal
RL,85.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1971,1971,Gable,CompShg,MetalSd,MetalSd,BrkFace,302.0,TA,TA,CBlock,TA,TA,No,BLQ,838.0,Unf,1587.0,GasA,TA,Y,SBrkr,0,1587,2,TA,Typ,1,Gd,Attchd,Unf,2.0,TA,TA,Y,0,44,WD,Normal
RL,56.0,Pave,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,384.0,GasA,Gd,Y,SBrkr,630,1384,2,TA,Typ,1,TA,BuiltIn,Fin,2.0,TA,TA,Y,0,0,WD,Normal
